Tipo de residuo;Comunidades autónomas;periodo;Total
09. Residuos animales y vegetales;Rioja, La;2012;0
09. Residuos animales y vegetales;Rioja, La;2011;0
09. Residuos animales y vegetales;Rioja, La;2010;0
10.21 Envases mixtos y embalajes mezclados;Total nacional;2018;743.556
10.21 Envases mixtos y embalajes mezclados;Total nacional;2017;660.932
10.21 Envases mixtos y embalajes mezclados;Total nacional;2016;611.790
10.21 Envases mixtos y embalajes mezclados;Total nacional;2015;592.353
10.21 Envases mixtos y embalajes mezclados;Total nacional;2014;565.736
10.21 Envases mixtos y embalajes mezclados;Total nacional;2013;559.258
10.21 Envases mixtos y embalajes mezclados;Total nacional;2012;641.266
10.21 Envases mixtos y embalajes mezclados;Total nacional;2011;653.976
10.21 Envases mixtos y embalajes mezclados;Total nacional;2010;640.286
10.21 Envases mixtos y embalajes mezclados;Andalucía;2018;94.281
10.21 Envases mixtos y embalajes mezclados;Andalucía;2017;85.646
10.21 Envases mixtos y embalajes mezclados;Andalucía;2016;81.932
10.21 Envases mixtos y embalajes mezclados;Andalucía;2015;80.176
10.21 Envases mixtos y embalajes mezclados;Andalucía;2014;76.354
10.21 Envases mixtos y embalajes mezclados;Andalucía;2013;77.415
10.21 Envases mixtos y embalajes mezclados;Andalucía;2012;131.749
10.21 Envases mixtos y embalajes mezclados;Andalucía;2011;136.141
10.21 Envases mixtos y embalajes mezclados;Andalucía;2010;133.157
10.21 Envases mixtos y embalajes mezclados;Aragón;2018;19.142
10.21 Envases mixtos y embalajes mezclados;Aragón;2017;16.236
10.21 Envases mixtos y embalajes mezclados;Aragón;2016;15.838
10.21 Envases mixtos y embalajes mezclados;Aragón;2015;16.343
10.21 Envases mixtos y embalajes mezclados;Aragón;2014;14.560
10.21 Envases mixtos y embalajes mezclados;Aragón;2013;13.765
10.21 Envases mixtos y embalajes mezclados;Aragón;2012;14.095
10.21 Envases mixtos y embalajes mezclados;Aragón;2011;13.781
10.21 Envases mixtos y embalajes mezclados;Aragón;2010;12.360
10.21 Envases mixtos y embalajes mezclados;Asturias, Principado de;2018;12.696
10.21 Envases mixtos y embalajes mezclados;Asturias, Principado de;2017;11.443
10.21 Envases mixtos y embalajes mezclados;Asturias, Principado de;2016;10.867
10.21 Envases mixtos y embalajes mezclados;Asturias, Principado de;2015;10.476
10.21 Envases mixtos y embalajes mezclados;Asturias, Principado de;2014;9.984
10.21 Envases mixtos y embalajes mezclados;Asturias, Principado de;2013;9.944
10.21 Envases mixtos y embalajes mezclados;Asturias, Principado de;2012;10.016
10.21 Envases mixtos y embalajes mezclados;Asturias, Principado de;2011;10.332
10.21 Envases mixtos y embalajes mezclados;Asturias, Principado de;2010;10.284
10.21 Envases mixtos y embalajes mezclados;Balears, Illes;2018;35.189
10.21 Envases mixtos y embalajes mezclados;Balears, Illes;2017;31.911
10.21 Envases mixtos y embalajes mezclados;Balears, Illes;2016;20.774
10.21 Envases mixtos y embalajes mezclados;Balears, Illes;2015;18.842
10.21 Envases mixtos y embalajes mezclados;Balears, Illes;2014;14.643
10.21 Envases mixtos y embalajes mezclados;Balears, Illes;2013;13.960
10.21 Envases mixtos y embalajes mezclados;Balears, Illes;2012;23.867
10.21 Envases mixtos y embalajes mezclados;Balears, Illes;2011;23.696
10.21 Envases mixtos y embalajes mezclados;Balears, Illes;2010;14.427
10.21 Envases mixtos y embalajes mezclados;Canarias;2018;22.676
10.21 Envases mixtos y embalajes mezclados;Canarias;2017;20.067
10.21 Envases mixtos y embalajes mezclados;Canarias;2016;18.950
10.21 Envases mixtos y embalajes mezclados;Canarias;2015;16.990
10.21 Envases mixtos y embalajes mezclados;Canarias;2014;16.225
10.21 Envases mixtos y embalajes mezclados;Canarias;2013;15.880
10.21 Envases mixtos y embalajes mezclados;Canarias;2012;15.333
10.21 Envases mixtos y embalajes mezclados;Canarias;2011;14.770
10.21 Envases mixtos y embalajes mezclados;Canarias;2010;19.801
10.21 Envases mixtos y embalajes mezclados;Cantabria;2018;6.288
10.21 Envases mixtos y embalajes mezclados;Cantabria;2017;5.748
10.21 Envases mixtos y embalajes mezclados;Cantabria;2016;5.495
10.21 Envases mixtos y embalajes mezclados;Cantabria;2015;5.277
10.21 Envases mixtos y embalajes mezclados;Cantabria;2014;5.097
10.21 Envases mixtos y embalajes mezclados;Cantabria;2013;5.078
10.21 Envases mixtos y embalajes mezclados;Cantabria;2012;5.082
10.21 Envases mixtos y embalajes mezclados;Cantabria;2011;5.052
10.21 Envases mixtos y embalajes mezclados;Cantabria;2010;5.046
10.21 Envases mixtos y embalajes mezclados;Castilla y León;2018;26.313
10.21 Envases mixtos y embalajes mezclados;Castilla y León;2017;23.634
10.21 Envases mixtos y embalajes mezclados;Castilla y León;2016;22.562
10.21 Envases mixtos y embalajes mezclados;Castilla y León;2015;21.066
10.21 Envases mixtos y embalajes mezclados;Castilla y León;2014;20.882
10.21 Envases mixtos y embalajes mezclados;Castilla y León;2013;18.008
10.21 Envases mixtos y embalajes mezclados;Castilla y León;2012;20.915
10.21 Envases mixtos y embalajes mezclados;Castilla y León;2011;20.985
10.21 Envases mixtos y embalajes mezclados;Castilla y León;2010;19.894
10.21 Envases mixtos y embalajes mezclados;Castilla - La Mancha;2018;22.352
10.21 Envases mixtos y embalajes mezclados;Castilla - La Mancha;2017;19.696
10.21 Envases mixtos y embalajes mezclados;Castilla - La Mancha;2016;18.780
10.21 Envases mixtos y embalajes mezclados;Castilla - La Mancha;2015;18.582
10.21 Envases mixtos y embalajes mezclados;Castilla - La Mancha;2014;17.502
10.21 Envases mixtos y embalajes mezclados;Castilla - La Mancha;2013;17.679
10.21 Envases mixtos y embalajes mezclados;Castilla - La Mancha;2012;17.595
10.21 Envases mixtos y embalajes mezclados;Castilla - La Mancha;2011;17.802
10.21 Envases mixtos y embalajes mezclados;Castilla - La Mancha;2010;17.258
10.21 Envases mixtos y embalajes mezclados;Cataluña;2018;158.751
10.21 Envases mixtos y embalajes mezclados;Cataluña;2017;141.409
10.21 Envases mixtos y embalajes mezclados;Cataluña;2016;130.925
10.21 Envases mixtos y embalajes mezclados;Cataluña;2015;129.526
10.21 Envases mixtos y embalajes mezclados;Cataluña;2014;120.590
10.21 Envases mixtos y embalajes mezclados;Cataluña;2013;124.407
10.21 Envases mixtos y embalajes mezclados;Cataluña;2012;129.674
10.21 Envases mixtos y embalajes mezclados;Cataluña;2011;127.713
10.21 Envases mixtos y embalajes mezclados;Cataluña;2010;124.162
10.21 Envases mixtos y embalajes mezclados;Comunitat Valenciana;2018;52.925
10.21 Envases mixtos y embalajes mezclados;Comunitat Valenciana;2017;44.216
10.21 Envases mixtos y embalajes mezclados;Comunitat Valenciana;2016;43.424
10.21 Envases mixtos y embalajes mezclados;Comunitat Valenciana;2015;42.150
10.21 Envases mixtos y embalajes mezclados;Comunitat Valenciana;2014;40.546
10.21 Envases mixtos y embalajes mezclados;Comunitat Valenciana;2013;39.796
10.21 Envases mixtos y embalajes mezclados;Comunitat Valenciana;2012;40.158
10.21 Envases mixtos y embalajes mezclados;Comunitat Valenciana;2011;41.815
10.21 Envases mixtos y embalajes mezclados;Comunitat Valenciana;2010;41.120
10.21 Envases mixtos y embalajes mezclados;Extremadura;2018;13.102
10.21 Envases mixtos y embalajes mezclados;Extremadura;2017;11.776
10.21 Envases mixtos y embalajes mezclados;Extremadura;2016;11.320
10.21 Envases mixtos y embalajes mezclados;Extremadura;2015;10.798
10.21 Envases mixtos y embalajes mezclados;Extremadura;2014;10.604
10.21 Envases mixtos y embalajes mezclados;Extremadura;2013;10.418
10.21 Envases mixtos y embalajes mezclados;Extremadura;2012;9.985
10.21 Envases mixtos y embalajes mezclados;Extremadura;2011;10.129
10.21 Envases mixtos y embalajes mezclados;Extremadura;2010;10.320
10.21 Envases mixtos y embalajes mezclados;Galicia;2018;25.930
10.21 Envases mixtos y embalajes mezclados;Galicia;2017;23.194
10.21 Envases mixtos y embalajes mezclados;Galicia;2016;22.893
10.21 Envases mixtos y embalajes mezclados;Galicia;2015;22.123
10.21 Envases mixtos y embalajes mezclados;Galicia;2014;22.255
10.21 Envases mixtos y embalajes mezclados;Galicia;2013;21.853
10.21 Envases mixtos y embalajes mezclados;Galicia;2012;21.437
10.21 Envases mixtos y embalajes mezclados;Galicia;2011;22.186
10.21 Envases mixtos y embalajes mezclados;Galicia;2010;22.144
10.21 Envases mixtos y embalajes mezclados;Madrid, Comunidad de;2018;160.183
10.21 Envases mixtos y embalajes mezclados;Madrid, Comunidad de;2017;140.324
10.21 Envases mixtos y embalajes mezclados;Madrid, Comunidad de;2016;128.170
10.21 Envases mixtos y embalajes mezclados;Madrid, Comunidad de;2015;123.505
10.21 Envases mixtos y embalajes mezclados;Madrid, Comunidad de;2014;122.723
10.21 Envases mixtos y embalajes mezclados;Madrid, Comunidad de;2013;121.537
10.21 Envases mixtos y embalajes mezclados;Madrid, Comunidad de;2012;131.049
10.21 Envases mixtos y embalajes mezclados;Madrid, Comunidad de;2011;138.062
10.21 Envases mixtos y embalajes mezclados;Madrid, Comunidad de;2010;141.179
10.21 Envases mixtos y embalajes mezclados;Murcia, Región de;2018;18.170
10.21 Envases mixtos y embalajes mezclados;Murcia, Región de;2017;16.144
10.21 Envases mixtos y embalajes mezclados;Murcia, Región de;2016;14.860
10.21 Envases mixtos y embalajes mezclados;Murcia, Región de;2015;13.466
10.21 Envases mixtos y embalajes mezclados;Murcia, Región de;2014;12.795
10.21 Envases mixtos y embalajes mezclados;Murcia, Región de;2013;12.401
10.21 Envases mixtos y embalajes mezclados;Murcia, Región de;2012;15.688
10.21 Envases mixtos y embalajes mezclados;Murcia, Región de;2011;13.506
10.21 Envases mixtos y embalajes mezclados;Murcia, Región de;2010;13.236
10.21 Envases mixtos y embalajes mezclados;Navarra, Comunidad Foral de;2018;22.389
10.21 Envases mixtos y embalajes mezclados;Navarra, Comunidad Foral de;2017;21.217
10.21 Envases mixtos y embalajes mezclados;Navarra, Comunidad Foral de;2016;20.542
10.21 Envases mixtos y embalajes mezclados;Navarra, Comunidad Foral de;2015;20.101
10.21 Envases mixtos y embalajes mezclados;Navarra, Comunidad Foral de;2014;20.298
10.21 Envases mixtos y embalajes mezclados;Navarra, Comunidad Foral de;2013;18.471
10.21 Envases mixtos y embalajes mezclados;Navarra, Comunidad Foral de;2012;17.886
10.21 Envases mixtos y embalajes mezclados;Navarra, Comunidad Foral de;2011;22.398
10.21 Envases mixtos y embalajes mezclados;Navarra, Comunidad Foral de;2010;20.135
10.21 Envases mixtos y embalajes mezclados;País Vasco;2018;47.662
10.21 Envases mixtos y embalajes mezclados;País Vasco;2017;43.283
10.21 Envases mixtos y embalajes mezclados;País Vasco;2016;39.679
10.21 Envases mixtos y embalajes mezclados;País Vasco;2015;38.244
10.21 Envases mixtos y embalajes mezclados;País Vasco;2014;36.020
10.21 Envases mixtos y embalajes mezclados;País Vasco;2013;33.942
10.21 Envases mixtos y embalajes mezclados;País Vasco;2012;32.028
10.21 Envases mixtos y embalajes mezclados;País Vasco;2011;30.848
10.21 Envases mixtos y embalajes mezclados;País Vasco;2010;31.046
10.21 Envases mixtos y embalajes mezclados;Rioja, La;2018;5.507
10.21 Envases mixtos y embalajes mezclados;Rioja, La;2017;4.989
10.21 Envases mixtos y embalajes mezclados;Rioja, La;2016;4.780
10.21 Envases mixtos y embalajes mezclados;Rioja, La;2015;4.688
10.21 Envases mixtos y embalajes mezclados;Rioja, La;2014;4.659
10.21 Envases mixtos y embalajes mezclados;Rioja, La;2013;4.705
10.21 Envases mixtos y embalajes mezclados;Rioja, La;2012;4.708
10.21 Envases mixtos y embalajes mezclados;Rioja, La;2011;4.760
10.21 Envases mixtos y embalajes mezclados;Rioja, La;2010;4.717
11 Lodos comunes (secos);Total nacional;2018;0
11 Lodos comunes (secos);Total nacional;2017;0
11 Lodos comunes (secos);Total nacional;2016;0
11 Lodos comunes (secos);Total nacional;2015;0
11 Lodos comunes (secos);Total nacional;2014;0
11 Lodos comunes (secos);Total nacional;2013;0
11 Lodos comunes (secos);Total nacional;2012;24.849
11 Lodos comunes (secos);Total nacional;2011;33.302
11 Lodos comunes (secos);Total nacional;2010;44.694
11 Lodos comunes (secos);Andalucía;2018;0
11 Lodos comunes (secos);Andalucía;2017;0
11 Lodos comunes (secos);Andalucía;2016;0
11 Lodos comunes (secos);Andalucía;2015;0
11 Lodos comunes (secos);Andalucía;2014;0
11 Lodos comunes (secos);Andalucía;2013;0
11 Lodos comunes (secos);Andalucía;2012;12.325
11 Lodos comunes (secos);Andalucía;2011;12.181
11 Lodos comunes (secos);Andalucía;2010;18.992
11 Lodos comunes (secos);Aragón;2018;0
11 Lodos comunes (secos);Aragón;2017;0
11 Lodos comunes (secos);Aragón;2016;0
11 Lodos comunes (secos);Aragón;2015;0
11 Lodos comunes (secos);Aragón;2014;0
11 Lodos comunes (secos);Aragón;2013;0
11 Lodos comunes (secos);Aragón;2012;59
11 Lodos comunes (secos);Aragón;2011;34
11 Lodos comunes (secos);Aragón;2010;0
11 Lodos comunes (secos);Asturias, Principado de;2018;0
11 Lodos comunes (secos);Asturias, Principado de;2017;0
11 Lodos comunes (secos);Asturias, Principado de;2016;0
11 Lodos comunes (secos);Asturias, Principado de;2015;0
11 Lodos comunes (secos);Asturias, Principado de;2014;0
11 Lodos comunes (secos);Asturias, Principado de;2013;0
11 Lodos comunes (secos);Asturias, Principado de;2012;0
11 Lodos comunes (secos);Asturias, Principado de;2011;0
11 Lodos comunes (secos);Asturias, Principado de;2010;0
11 Lodos comunes (secos);Balears, Illes;2018;0
11 Lodos comunes (secos);Balears, Illes;2017;0
11 Lodos comunes (secos);Balears, Illes;2016;0
11 Lodos comunes (secos);Balears, Illes;2015;0
11 Lodos comunes (secos);Balears, Illes;2014;0
11 Lodos comunes (secos);Balears, Illes;2013;0
11 Lodos comunes (secos);Balears, Illes;2012;0
11 Lodos comunes (secos);Balears, Illes;2011;0
11 Lodos comunes (secos);Balears, Illes;2010;1.572
11 Lodos comunes (secos);Canarias;2018;0
11 Lodos comunes (secos);Canarias;2017;0
11 Lodos comunes (secos);Canarias;2016;0
11 Lodos comunes (secos);Canarias;2015;0
11 Lodos comunes (secos);Canarias;2014;0
11 Lodos comunes (secos);Canarias;2013;0
11 Lodos comunes (secos);Canarias;2012;5.798
11 Lodos comunes (secos);Canarias;2011;7.073
11 Lodos comunes (secos);Canarias;2010;8.258
11 Lodos comunes (secos);Cantabria;2018;0
11 Lodos comunes (secos);Cantabria;2017;0
11 Lodos comunes (secos);Cantabria;2016;0
11 Lodos comunes (secos);Cantabria;2015;0
11 Lodos comunes (secos);Cantabria;2014;0
11 Lodos comunes (secos);Cantabria;2013;0
11 Lodos comunes (secos);Cantabria;2012;0
11 Lodos comunes (secos);Cantabria;2011;0
11 Lodos comunes (secos);Cantabria;2010;0
11 Lodos comunes (secos);Castilla y León;2018;0
11 Lodos comunes (secos);Castilla y León;2017;0
11 Lodos comunes (secos);Castilla y León;2016;0
11 Lodos comunes (secos);Castilla y León;2015;0
11 Lodos comunes (secos);Castilla y León;2014;0
11 Lodos comunes (secos);Castilla y León;2013;0
11 Lodos comunes (secos);Castilla y León;2012;5.314
11 Lodos comunes (secos);Castilla y León;2011;4.757
11 Lodos comunes (secos);Castilla y León;2010;6.098
11 Lodos comunes (secos);Castilla - La Mancha;2018;0
11 Lodos comunes (secos);Castilla - La Mancha;2017;0
11 Lodos comunes (secos);Castilla - La Mancha;2016;0
11 Lodos comunes (secos);Castilla - La Mancha;2015;0
11 Lodos comunes (secos);Castilla - La Mancha;2014;0
11 Lodos comunes (secos);Castilla - La Mancha;2013;0
11 Lodos comunes (secos);Castilla - La Mancha;2012;7
11 Lodos comunes (secos);Castilla - La Mancha;2011;145
11 Lodos comunes (secos);Castilla - La Mancha;2010;83
11 Lodos comunes (secos);Cataluña;2018;0
11 Lodos comunes (secos);Cataluña;2017;0
11 Lodos comunes (secos);Cataluña;2016;0
11 Lodos comunes (secos);Cataluña;2015;0
11 Lodos comunes (secos);Cataluña;2014;0
11 Lodos comunes (secos);Cataluña;2013;0
11 Lodos comunes (secos);Cataluña;2012;726
11 Lodos comunes (secos);Cataluña;2011;6.012
11 Lodos comunes (secos);Cataluña;2010;5.807
11 Lodos comunes (secos);Comunitat Valenciana;2018;0
11 Lodos comunes (secos);Comunitat Valenciana;2017;0
11 Lodos comunes (secos);Comunitat Valenciana;2016;0
11 Lodos comunes (secos);Comunitat Valenciana;2015;0
11 Lodos comunes (secos);Comunitat Valenciana;2014;0
11 Lodos comunes (secos);Comunitat Valenciana;2013;0
11 Lodos comunes (secos);Comunitat Valenciana;2012;0
11 Lodos comunes (secos);Comunitat Valenciana;2011;1.852
11 Lodos comunes (secos);Comunitat Valenciana;2010;949
11 Lodos comunes (secos);Extremadura;2018;0
11 Lodos comunes (secos);Extremadura;2017;0
